Review ID,Review Date,Review Content,Listing Title,Neighbourhood,City,State,Country,Room Type,Room Price,Room Availability
5556101,2013-07-25,This was our second air bnb expereience. The first was fantastic so we were hopeful that our DC experience would be as good.  And indeed it was.  The photos and description of the place and amenities were accurate.  The owner was responsive to our questions and resolved a very minor problem for us immediately upon email request We hope to make this place our home away from home over the next four years.  ,Capitol Court on Capitol Hill,"Union Station, Stanton Park, Kingman Park",Washington,D.C.,"District of Columbia, United States",Entire home/apt,179,338
45372449,2012-09-12,"Our stay in the room was pleasant and it fit the 4 of us nicely. We liked that there was cereal, milk and fruit provided for a quick breakfast. There were other people in the house but it was still a comfortable stay because no one was noisy and everyone was generally respectful of each other.We also had an awesome time on the Magic Carpet Ride! We got to see so many different parts of LA which are less touristy on top of the typical hot spots (hollywood, santamonica etc). Amanda and brendan took us around since Sue was unavailable and they were really nice and made great hosts.",Starlight Room With 2 Queen Beds,Pico Rivera,Los Angeles,California,United States,Private room,59,350
32585370,2014-06-27,"I love staying at Calorien's place. Her apartment is lovely and really comfortable and clean. It was easy to move from there to all the places that we want to know. She is really nice and gave us lots of information about Amsterdam. The communucation has been great and easy, she was waiting for us with everything ready and allways available for anything we needed.",Caro's place,Bos en Lommer,Amsterdam,North Holland,The Netherlands,Entire home/apt,100,310
37623027,2013-01-24,Had a great time staying at Iñigo's cute place in a super interesting neighborhood. Would love to stay again sometime!,Estudio precioso y luminoso,Embajadores,Madrid,Comunidad de Madrid,Spain,Entire home/apt,60,356
11610297,2014-01-02,"I along with my wife, daughter and her friend stayed in 19 rue Milton, its a beautiful apt on the second floor, it has everything you need and charles will help if there is anything extra you may need. He gave me good directions to get to the apt and also to get to the marathon expo.I needed an apartment that was not too far away from the start of the Paris Marathon,this apt was perfect, 6 min walk to the metro(pigalle) and then a 20 mins or so metro ride to the Arc de triumph.There are loads of places nearby to eat and drink in and loads of shops.I definitely recommend this apt for anyone coming to see Paris, even if you are not running the marathon. By the way, i finished the marathon in 3.42.48. Not bad for a 50 year old.","Charming apart., Montmartre / Opera",Opéra,Paris,Île-de-France,France,Entire home/apt,144,309
39234998,2014-07-10,"Noemie was lovely to deal with! She was always prompt and detailed when answering our questions, and was still very welcoming when we arrived to the apartment far later than expected!It seems like there have been a few changes to the apartment from what the pictures show, but nothing major - the impression of the place is still the same. And it is absolutely adorable!! There were multiple bedrooms in the apartment where other travelers where staying, and then a nicely decorated common room with lots of seating area, and a great little kitchen. The bathrooms are shared, but also very nice. Noemie also stocked the bathrooms with all the toiletries you could possible need (just bring toothpaste and brush!) and provided towels, bedding, etc. The apartment is extremely spacious. We found the location to be ideal. The apt leads out onto a bustling, artsy street in the Gay village. There are plenty of shops, bars and restaurants around to keep one busy. We also found it to be easy walking distance to downtown Montreal and Old Montreal - both of which were lovely. There was lots of activity going on during our stay - festivals, music concerts and so forth all right at our front door!We definitely recommend staying here. Great host, great apartment!Thanks Noemie! ",Huge artsy double loft bedroom,Ville-Marie,Montreal,Quebec,Canada,Private room,70,177
16157854,2014-04-23,"Book this beautiful cottage while you can! My party and I had about 6 people, the two couples shared the rooms and the other two shared her 3rd room (which had a pull out bed) we came for a conference in The Marriott on Canal St. and we were able to take a trolly there and back since the trolly was conveniently only a few blocks away. Down the street from the cottage is a restaurant and bar you can walk to (if you want a change from the party scene), and your in a good area so you don't have to worry much. At night it's quiet, which is a great change when your on bourbon street most of the time! We had a blast and Jill was quick to respond, there for us if we ever needed anything, and really knew the area well. Thanks again Jill for all your hospitality and for letting us stay in your beautiful cottage!! We hope to do this again in about a year or 2 years from now! Thanks for everything!  ",Spacious Cottage in Mid-City!,Navarre,New Orleans,Louisiana,United States,Entire home/apt,250,363
18710101,2012-03-14,"A fabulous host and a fabulous place to stay. Maartje greeted me with a big smile, good coffee and gave me all I needed to know for my stay (and had left some beers, a lovely bottle of wine and some cheese). The apartment is clean, light, airy and quiet, and in a location that suited me perfectly. A few minutes walk to the bus and trams which get you all over Amsterdam in no time, and if you like to walk (as I do) there is plenty to see, with some lovely parks located only minutes away. I'll definitely be back. ",Ground Floor: Charming Apartment,Bos en Lommer,Amsterdam,North Holland,The Netherlands,Entire home/apt,85,133
21805893,2013-06-08,Our experience in barths place was very good. The location is amazing next to the best places in weho. The house was very clean and comfortable. There was just an anoying alarm every morning in the bedroom. We never saw Barth but we needed something it was very easy to comunicate.,Melrose Area/Grove - Bright & Roomy,Fairfax,Los Angeles,California,United States,Entire home/apt,106,81
21973682,2014-07-30,"I had a very comfortable 10 day stay at Mary and Geoff's apartment. The room was exactly as described - clean, quiet, spacious and cozy. The apartment is located in a well maintained building in a safe neighborhood, very close to the subway station, restaurants and supermarkets. Mary and Geoff are excellent hosts who ensured I felt at home at all times. They provided me with important information and insights about the city and also cooked a delicious meal on my last day. I would definitely choose this place again whenever I return to New York and would highly recommend it.",Private BR in Large NYC Apartment,Inwood,New York City,New York,United States,Private room,75,332
11930405,2013-01-19,We had a lot of fun during this trip. The appartement was perfect and Alejandro et Fernando were very friendy. Every things were ok.,Renewed apartment at The Eixample,Sant Antoni,Barcelona,Catalonia,Spain,Entire home/apt,84,323
13280371,2014-07-29,What a wonderful place.  So easy to get to the beach.  Great little local cafés and shops along the rambla del poble nou.  This area is not as touristy and you get a feel for the local culture strolling along the Rambla.  Damien and team had a ride waiting at the airport.  Karolina met us at the apt and made sure we had everything we needed.  Wonderful time in Barcelona.,Beach House on Rambla de Poble Nou!,el Poblenou,Barcelona,Catalonia,Spain,Entire home/apt,99,348
26697787,2013-12-06,"Taylor was a great host and always easily contactable. Beautiful bungalow in a small complex of bungalows off the street. Lovely patio, not really overlooked and gets the sun most of the day. This is a great space to stay and very well located, especially if you don't want to drive. Lots of cafes, restaurants and shops in walking distance.",Luxurious Venice Beach Bungalow,Venice,Los Angeles,California,United States,Entire home/apt,179,351
17133299,2014-07-18,"Sophie's place was perfect. The room looks exactly like on the picture, it's clean and the bed is very comfortable. The neigborhood is very lively and close to the metro station Bastille. Sophie's very nice and she gave us good tips for restaurants. If you're looking for a nice vegetarian place, try Soya!We can definitely recommend Sophie's place. ",Cosy room in the heart of Paris,Popincourt,Paris,Île-de-France,France,Private room,60,70
41960378,2012-10-27,"Awesome neighborhood!! Nora's place is perfectly situated in the heart of the east village, you need not walk more than 2 blocks to find amazing restaurants, dry cleaning, convenience stores, etc. The room was cozy in this very efficiently situated 2 bedroom apt., perfect for a couple or single traveler. Way better than staying at an over priced hotel room in midtown, get an authentic taste of NYC at Nora's!",Private Room + Bath in East Village,Lower East Side,New York City,New York,United States,Private room,175,0
29600269,2014-01-10,"While Maxime was not there to greet us, he gave us clear instructions about how to enter the place. The listing description was accurate and the neighborhood was great. The apartment is conveniently located a few minutes (though uphill) from the 4 tram which brings you straight into the heart of Brussels. ",Flat de charme rénové,Uccle,Brussels,Brussels,Belgium,Entire home/apt,48,241
44012770,2012-09-27,"I had the pleasure of staying at Juriaan's apartment for 4 days. Juriaan was very friendly, welcoming and hospitable. The appartment's  location is amazing, right next to Leidseplein and close to all the nice areas. The apartment is super clean, cosy and has all the needed utilities. Would definitely recommend it for an Amsterdam getaway. ",Apartment near city centre,De Baarsjes - Oud-West,Amsterdam,North Holland,The Netherlands,Entire home/apt,160,316
19762588,2014-04-09,"Im not usually one to review, but i feel I should in this case. The photos listed although accurate, doesn't resemble the actual condition of this apartment? Upon entry it was rather dark and it smelled kinda like a cat lived in there a majority of the time. Also, It was labeled as ""essentials included"" and there was no dish-soap, toilet paper or hair drier. On top of that, the place was definitely not cleaned thoroughly prior to us coming. we had to go out and buy cleaning supplies and sheets for our stay. The only other thing i found odd was the door to the house is always wide open, like held open with a rope. You have a locked door at the bottom of this staircase but the staircase to upstairs is always open 24/7. Didnt like how anyone can enter whenever.BUT! honestly leo was SUPER cool. He even bought the cleaning supplies from us and we left them there. He was sadly out of town when we visted so his friend was watching the place so i dont feel as if this was leo's fault. Because of his generosity, i would honestly give him another chance. Just was surprised of the cleaning fee of $80 just to have to clean up myself.Pros: Quiet safe neghiborhood, Spacious, Right by tons of stores(cvs/kfc/deli), camera watch the house, leo is awesome, leo is super understanding, he checks on you every day, netflix free, wifi free.Cons: Smells of cat urnie(kinda), no cable just netflix, front door to house is wide open 24/7, Pretty hard to park your car late at night, Not clean, Not all the essentials(like toilet paper?)     ",Spacious NYC Flat in Great Area,Jackson Heights,New York City,New York,United States,Entire home/apt,125,364
23007762,2013-04-25,"A very nice, and private place to stay. Big clean rooms with a lot of space. We did not use the inner yard, due to cold November weather, but we used the service of the Cafe a lot. They not only served good breakfast, they also helped us with various recommendations, answered our questions, and stored our bags. The yard was holding a number of sheds which not appeared in the picture. Could be good to know if you go there in warmer months. The common space was great. As we where there for work, we used it as a workshop space.  The internet had limited capacity and functioned very irregularly. We where 8 in the house, and all experienced problems on their laptops and phones. The kitchen was limited on glasses and such. It was not complete set up for 10 p.We had huge problems with the coded lockers. Some of the doors was very hard to get to work and we spent to much time trying them out. Hopefully fixed soon, as it was a great house to stay in.",Ferienremise-Berlin,Schöneberg-Süd,Berlin,Berlin,Germany,Entire home/apt,300,285
7107083,2012-09-27,"I really enjoyed staying at this apartment. Marcus's studio was very clean, well decorated, and it came with many handy appliances such as the washer/dryer, TV, etc. The studio is within walkable distance from Covent Garden tube station, and you could walk on foot to many fashion stores like H&M, Nike, Zara. The neighborhood is also very safe, i.e. I didn't have to worry about walking home late from the nearby tourist attraction like China town, Soho, etc. The host is very nice and friendly also. Marcus talked me through the studio and showed me where the appliances were on the first day. I highly recommend it.", COVENT GARDEN ONE BEDROOM STUDIO,Westminster,London,England,United Kingdom,Entire home/apt,90,349
10080005,2013-06-11,We had a great stay at michaels place. He was a superb host and very helpful with navigating the city. I would definitely recommend him to friends and family and would stay with him again. ,Beautiful Room for Rent in Astoria,Astoria,New York City,New York,United States,Private room,96,269
17053818,2013-08-18,"We stayed with Bianca + Jose for 12 days in July/August. This was our first Airbnb experience and I'm pleased to report it was an entirely pleasant one. Bianca + Jose were lovely, and whilst we didn't see much of them, they were very helpful on arrival and we got the impression that nothing was too much trouble.The apartment is fantastic. Really simple with nice decor throughout. It is spacious and very clean. The location is perfect if you want to be right in the centre of everything in Manhattan. It is in walking distance of pretty much everything you would want to go and see.We loved our lazy mornings, grabbing a coffee at nearby Culture Espresso and then wandering around Manhattan.Whilst we shared the apartment with other guests, we rarely saw them and to be honest it felt like we had the place to ourselves for most of our stay.All in all, a very enjoyable experience. We would definitely stay with Bianca + Jose again should we head to New York in the future.Thanks guys,Tim + Chloe ",Central STUDIO near 5th ave MIDTOWN,Midtown,New York City,New York,United States,Private room,185,320
22824008,2014-08-15,"The initial check in was very confusing because someone else was at the flat when we got in. It was a mistake and the issue was dealt with quickly but the first impression was damaged. However, the flat is good, efficient and close to the centre. ",VIENNA CENTER   -  BELVEDERE 2,Landstra§e,Vienna,Vienna,Austria,Entire home/apt,59,309
31118183,2014-09-04,Mike was a gracious host and he was very accommodating. The listing is true to the pictures. All essentials were provided to include a large assortment of cookware. He allowed my daughter and I to feel very much at home. He was rarely home so we had as much privacy as we needed. It actually felt like our own place. The location is awesome and the bus stops are literally on every corner. The property is gated and the neighborhood is friendly. I highly recommend this listing.,Pvt Room gated parking in NOHO,Valley Village,Los Angeles,California,United States,Private room,55,258
45127461,2012-12-08,We had such a great time during our visit in the city and Jeff's beautiful apartment made it even better.  Loved the walkability to Chestnut Street and to the bay.  Nice and quiet neighborhood. We will definitely keep this listing in mind for our next stay.   ,1 BR Garden Apt in Heart of Marina,Marina,San Francisco,California,United States,Entire home/apt,250,313
34748526,2014-11-03,Kim was an incredible host and her dog Calliah is very sweet. Kim made me feel right at home and helped me get oriented with the neighborhood.,Greenpoint Private Bright Bedroom,Greenpoint,New York City,New York,United States,Private room,96,324
23662790,2014-04-13,"My pregnant wife, two year old daughter, and I stayed at this lovely home for one week while our house was renovated.  We contacted the hosts last minute and they were able to accommodate us. The house has definite berkeley charm and has many recent updates that make it a warm, cozy, and inviting space. The kitchen is large and adjacent dining room is more than enough space to prepare meals for a family.  The house was clean and was well kept with linens and everything you could need in a kitchen and barhroom.  The house is in a great neighborhood (website hidden) many independent shops and restaurants.  It's also really close to BART.  Freeway access is pretty convenient as well. I got into San Francisco in about 15 min during non commute hours.",House near Berkeley Farmers Market,Santa Fe,Oakland,California,United States,Entire home/apt,165,294
5286725,2013-12-13,"This charming apartment was clean, located in a nice leafy neighbourhood near McGill University.  Close to coffee shops and restaurants.  It had everything we needed as a base for our explorations of Montreal.  Aunty Chin was very responsive to our queries.  You get a lot for what you pay with this apartment.",McGill Ghetto 2 Bedroom Apt,Le Plateau-Mont-Royal,Montreal,Quebec,Canada,Entire home/apt,125,122
953836,2013-10-01,Last week we had a great time staying at Aino's place. The apartment was  basic and clean with every thing you need. Nice atmosphere especially the bedroom and the ceilings...thanks Aino!,A charming studio under the trees,Schillerpromenade,Berlin,Berlin,Germany,Entire home/apt,44,277
26772537,2014-04-21,"We all loved the apartment, the photos are accurate and Amparo is a wonderful host - she took a great care of us and made us feel at home. We would definitely stay there again.","110 square meter flat, 2 bathrooms",el Barri Gòtic,Barcelona,Catalonia,Spain,Entire home/apt,140,332
32062377,2014-07-03,"We had a very friendly welcome from Isaac who was on hand to welcome us at our convenience.  He went to great lengths to accommodate our requests and we are truly thankful.  We thought the apartment was lovely, nicely decorated and very spacious and quiet. The neighbourhood is fantastic, a wonderful, peaceful and very friendly escape from the madness of Manhattan which is a very quick subway ride away.  Great local restaurants and bars, Peaches was our favourite.  Would recommend this apartment as an elegant introduction to Brooklyn living, but energy required for the many stairs!",Architect designed 2000ft duplex,Bedford-Stuyvesant,New York City,New York,United States,Entire home/apt,220,235
21237182,2014-07-05,"Saya was a very accommodating host! Figuring out the logistics with her was easy and flexible. The place itself is in a great area with lots of restaurants and bars nearby as well as close to the subway. The rom was nice and clean, and is as described. There were towels and extra blankets. It was a great place to stay!",Designer's room 2 blks to train,Astoria,New York City,New York,United States,Private room,59,357
12386330,2012-12-12,"Gabriele was a great host -- provided fantastic recommendations, easy to navigate directions, and great advice for sight-seeing. The apartment was nicely decorated and the bed quite comfortable. Location is perfect, only two minutes to the underground, but still in a quiet area. Make sure to visit the AMAZING organic bakery nearby -- one of Gabriele's recommendations, was phenomenal. ",DOUBLE ROOM CLAPHAM(ZONE 2),Lambeth,London,England,United Kingdom,Private room,55,365
12152011,2012-04-19,"The place is great, perfect with the nice view. The room is completely nice for two persons. The shared bathroom is convinience, I didn't have to wait so long. It was very close to all the sightseeing place and, especially 15 mins walk to the sea and 5 mins walk to the market :D It was just a bit of misunderstanding between the key holder and us. It took some times to wait and get the key. The rest, I am very sastify with this place :) Thank you so much to take me and my friend there.",Cathedral Square Exclusive Area C2,el Barri Gòtic,Barcelona,Catalonia,Spain,Private room,30,283
1293952,2014-10-08,"Our experience with Sabina and the room was great.  We arrived on the train and only had to walk across the bridge to meet her associate who showed us our room not 50 meters from the bridge.  It was a perfect location especially for our first visit to Venice.  Venice is not the easiest town to get around, and I was glad we did not have to negotiate the water bus or expensive water taxis and convuluted streets to find a hotel.  And when we left for the airport very early in the morning, it was a very short, easy walk to the bus.  The room was small, but very clean and the bathroom was great with a very good shower. The room had a very good air-conditioning unit and large windows which opened to a quiet courtyard.  Little extras such as a hairdryer, kettle, coffees, cups, glasses, plates for two were much appreciated.  The building is very quiet, very secure and has a private lift. The access to the building is well lit and on a wide street (no cars of course).  It would have been nice to have Wifi, but we found a great little cafe which had great breakfast and very reasonable dinner options, with great free wifi within a five minute walk.  Just go back across the bridge, turn right and about 4 doors down is Cafe Brek. There is a laundromat just around behind the room's building.  The best vaporetti stop was at the bus station just a short walk along the canal. It was always easy to find our way back to our room as signs are everywhere directing you back to the bus station.  ",LOW COST ROOM WITH A PRIVATE BATHRO,Cannaregio,Venice,Veneto,Italy,Private room,63,245
41405493,2014-09-18,It is very unique and pleasant staying. We were amazed by this beautiful house and all the details that show how much loving people they are. It makes us feel close to NYC herself. Thank you! Rosario! ,Gorgeous Entire Manhattan Townhouse,Harlem,New York City,New York,United States,Entire home/apt,199,3
34577947,2014-10-22,Everything is awesome. Just the bathroom is 1.5 not 2.5. ,Charming 3BR condo in Mont-royal,Côte-des-Neiges-Notre-Dame-de-Grâce,Montreal,Quebec,Canada,Entire home/apt,398,365
48724344,2014-05-29,"I stayed 3 days in Mattias and Rebecca's house with my boyfriend Francesco and it has been a pleasure!the house is really nice,spacious,brighted and well designed,the location was perfect,near the center and all the main attractions. Mattias was a perfect host,he left us some advices and he has been avalaible for everything 24/7.If we will return to Bruxelles,we already know where to stay!!!",Spacious wellness loft downtown,Bruxelles,Brussels,Brussels,Belgium,Entire home/apt,99,283
37231037,2013-06-07,"Let me start it with the location of the house which is one of the best, subway is really close and its so close that even if you take a taxi or uber from any place in downtown its not at all far. House is super cool and super awesome it spacious and great. Katherine provided us with all the good facilities and she took care of every small detail that anyone would need. There are a lot of nice bars and restaurants around where you can hang out. This is the best place I stayed at for a vacation and this is the house to be for vacation.  ",Large 2 bedroom in heart of LES!,Lower East Side,New York City,New York,United States,Entire home/apt,250,239
13952928,2014-10-12,Great experience.  The rooms were comfortable and the bathtub is pretty awesome!  Stayed with our two young children and appreciated the neighborhood location within walking distance to cafes and shops and just a quick hop to downtown Seattle.  Sara and Carsten were super.  Highly recommend.,2 Private Rooms - Queen Anne Home,North Queen Anne,Seattle,Washington,United States,Private room,95,319
8310555,2013-05-27,"Shaina could not have been more friendly, welcoming and accommodating. And her apartment was just what we needed - a home away from home, easy to get to Times Square, Broadway, Central Park, 5th Ave etc, and lots of local stores (coffee, groceries, laundry, cinema). Would definitely recommend. ",Super Cute Upper West Side Apt!!,Upper West Side,New York City,New York,United States,Private room,95,247
22586921,2013-03-31,"Perfect place for a couple to stay for a weekend in New Orleans. Claire made it very easy to coordinate our arrival and departure. The apartment was immaculate with fresh towels and linens and stocked with toiletries, coffee, and fruit for us to enjoy. The location is fantastic- very safe and quiet, but right in the heart of the quarter. Will definitely stay here next time we are in the city. ",Quaint French Quarter Charm,French Quarter,New Orleans,Louisiana,United States,Entire home/apt,150,291
28775206,2013-08-02,lovely apartment great location overall we had a great time,Sumptuous apartment in Paris,Louvre,Paris,Île-de-France,France,Entire home/apt,185,82
12181038,2012-01-04,"We had absolutely wonderful time in Furio's apartment.  The place is in great location, very clean and comfortable.  During our preparation time, Furio responded promptly to all our questions.  Since he was unable to be there when we arrived, he arranged for his housekeeper to meet us.  Thank you, Maria!  The place had everything we needed and we had great time!  Thank you very much Furio!",A modern apartment in Venice,Dorsoduro,Venice,Veneto,Italy,Entire home/apt,130,14
25271698,2014-12-10,"Spacious and filled with stimulating art and artifacts.  Close to the Frenchman Street music clubs, an area far preferable to the Quarter.  Also near cool, offbeat places in Maringy and Bywater, including their delightful restaurants and bars.  Hands down, my best airbnb experience yet.I came to New Orleans for work and fun.  I was able to work with my team at a large table, preparing for an appellate argument.  I stayed on to have fun over the weekend.  We had a group of friends over for drinks one night and their unanimous response was ""Wow!""  In a city of small, confined spaces, Deborah's airy living room is like a beautiful breath of fresh air.The house has a wonderful stereo system that can fill the space(with Deborah's large and eclectic collection of LPs), a spacious patio for hanging out in warm weather, a full kitchen suitable to cook a feast, three comfortable bedrooms on the second floor serviced by two bathrooms.  Oh yes, and a piano too!Deborah lives in an adjacent building when hosting guests and is instantly accessible whenever an issue arose.   (The cold weather and New Orleans' creaky infrastructure threw us a curveball one day, but we survived.)  She is cheery and warm and will tip you off to the best and coolest places.",Fab Frenchmen Maison on the Park,Marigny,New Orleans,Louisiana,United States,Entire home/apt,425,272
2468657,2014-01-25,"Great place, enjoyed the stay.",Big / Quiet Loftstile Cityflat,Rudolfsheim-Fnfhaus,Vienna,Vienna,Austria,Entire home/apt,70,350
40101957,2014-10-17,The location is awesome! U can walk to casa Mila and the main shopping street in Barcelona. Only two metro stations from Abel to park guell. Abel is a really nice gentleman. He totally respects my own private room. ,Room at cozy flat & amazing terrace,la Vila de Gràcia,Barcelona,Catalonia,Spain,Private room,35,336
34029715,2013-12-13,"What a great stay in Paris! First of all, I must say the images don't allow you to feel how cool & clean is the apartment. So if you get to Paris you might consider stay longer 'at home' in the morning while you're having breakfast with your family or friends because it feels just like home. We are already planning the next trip there and I hope it will be available. Also, if you have some taste in design and interiors you will enjoy it in many levels. Thanks to Verona for her attention and Tinou for her quick response. Merci et 'a bientôt!",New gorgeous 2 bedrooms apartment,Opéra,Paris,Île-de-France,France,Entire home/apt,140,209
17137973,2012-03-12,We met Michael and his brother as they were finishing cleaning the place before we were settled in. They were very welcoming and provided us with some valuable information as far as where to go while in Toronto. There building provided an excellent view and was near the waterfront which was a huge plus. The building was brand new and still under minor construction but was not visible at all while in the apartment. Once it is finished it will surely be one of the nicest buildings situated so close to the entertainment district.,Fresh Central Lux Central View SI,Waterfront Communities-The Island,Toronto,Ontario,Canada,Entire home/apt,109,315
29979379,2014-01-29,"Julia was a welcoming and gracious host. The room was warm and roomy with all the facilities I needed to be comfortable. She had local maps and guide books to help me navigate Berlin. Julia allowed me to do some washing and even leave my bag in the house after checkout while I continued to explore the city before my flight. Finally, the location of her place is awesome. Its only 5 minutes walk to Alexanderplatz which will take you anywhere in the city.Highly recommend Julia as a host.",❤Alexanderplatz Central+Breakfast❤,Alexanderplatz,Berlin,Berlin,Germany,Private room,55,151
11829756,2013-11-19,"This was a great place to stay! Kristian was very organized, the place was very clean and right in the heart of the city. I would definitely recommend this place to anyone looking for a quaint apartment that makes you feel like you truly live in the city.",GORGEOUS DESIGN FLAT HEART BCN 1B,el Raval,Barcelona,Catalonia,Spain,Entire home/apt,39,10
25883128,2014-01-06,"The apartment was very clean, comfortable and conveniently located. We enjoyed seeing sunrise from the living room every morning. The neighborhood was lovely, safe and quiet. Lots of nice restaurants coffee shops and Whole Foods were just few blocks away. And it was easy to find a parking place on the street nearby.April was a very friendly host. She was very easy to communicate. She always responded to me very quickly.  We will definitely stay this lovely house again if we have another chance to come to San Francisco. ",Noe Valley Home with Mission Views,Noe Valley,San Francisco,California,United States,Entire home/apt,320,304
39632949,2012-12-22,"The apartment is well located, close to metro and bus stop. Robert was kind enough to allow us to leave our bags until 3pm.",Central but quiet 2 bedroom flat,Southwark,London,England,United Kingdom,Entire home/apt,108,111
33942445,2014-01-17,"Hello Airbnb! Wayne's place was everything he described! Nice modern kitchen, comfy bed for two people, clean room, and most of all a really pretty terrace overlooking the street. We were apartment hunting most days we were there, but at night the apartment was pretty Much empty and we could watch tv and relax. I would stay here agin. ",Hacienda Brooklyn Urban Oasis,Bushwick,New York City,New York,United States,Private room,79,35
25753624,2012-05-16,"Everything was perfect: first of all, the information about the house are reliable and the place very well prepared. We found what we expected. Bobbie very quickly responded all your questions. The environment was friendly and quiet, although when the windows opened during the night, you can hear the freeway. Transportation was easy: the place to park the car, bus stop very close and BART just 8 minutes walk away. Inside we found plenty of space: private rooms and share space - it was very convenient for us. For cold San Francisco mornings and evenings the very soft and warm blankets waited for us - I appreciate it very much.Couple really good places to eat and shop not far away from this place.Very nice place to work and rest. Thanks!",Immaculate SF ...  VERY Comfortable,Bernal Heights,San Francisco,California,United States,Entire home/apt,270,356
26877442,2014-01-16,"Omar and Jean-Marie are one of the most gracious hosts we've ever had.  The place looks exactly like the advertised pictures, and we were lucky enough to use the fireplace. Our hosts provided us with a list of their favourite restaurants, which came in handy, as there are a ton of good places in the area. The Mission is a great area to stay in and meeting Omar and Jean-Marie made our stay even better. We would look for no other place to stay in SF!",Cozy double in Mission Victorian,Mission,San Francisco,California,United States,Private room,120,125
8368122,2012-12-06,"We had a fab weekend at the apartment, Imants was very welcoming and helpful, the apartment itself was easy to find, very homely and fully equipped. The location was perfect near the tube station with some great local pubs! Thank you again for making the weekend that extra bit special for us!! ",Stunning 2BR Warehouse near tennis,Wandsworth,London,England,United Kingdom,Entire home/apt,95,180
1924396,2014-06-27,"We spent three weeks in Oakland, and were lucky to find such a perfect spot for our visit.  Patricia's condo is warm and inviting, within easy reach of the city and charming neighbourhoods, and though small, could easily accommodate extra guests, and several 'family' dinners with our children.  You will need a car to access shopping and other amenities, but we found a commuter bus at the entrance to the complex, that sped us to San Francisco for very reasonable fare.  A great way to spend time in the fabled city, without the nightmare of finding parking space!An added bonus was the outdoor patio complete with barbecue grill, regular visits from two delightful hummingbirds, and a swimming pool and exercise facility. Patricia is warm and friendly, and worked hard to make our experience a good one. ",Charming Cozy Canyon Condo ,Claremont,Oakland,California,United States,Entire home/apt,145,133
31423086,2013-12-17,"Greg was very helpful, apartment was nice, but you do need a car to get into New Orleans as it's a 20 minute trek at least to the tram that takes you in.  Had a few issues with electrics but we managed to keep the bedroom fan on by wedging cardboard in the switch. Not a huge amount of stores nearby either so you have to make sure to stock up en route if you are fussy in the slightest.  We bought frying pans as there weren't any in the kitchen (is this an American thing?).  Only having one key made it a bit difficult liaising between the 2 groups of 2 that we were. Apartment had lots of room for 4 people and nice terrace.  ",COZY  TWO BEDROOM HOUSE,Broadmoor,New Orleans,Louisiana,United States,Entire home/apt,125,323
8969719,2013-01-29,"Absolutely fantastic hosts, beautiful and extremely well kept apartment in awesome location – that's the short version to describe my stay. Jenny and Norbert were super attentive and pleasant to communicate with, always got back to me ASAP and were always helpful. The place is perfect – very spacious, well equipped and absolutely spotlessly clean. It has everything one could ask for for a longer stay (such as mine) and is right near Fillmore street which is amazing to explore. I'd recommend staying here without any hesitation. Thank you, I had a fabulous time.",Stylish Pacific Heights One Bedroom,Pacific Heights,San Francisco,California,United States,Entire home/apt,215,124
47274739,2012-07-18,The listing was accurate.  Nice room with good bed and the ceiling fan was a lifesaver.  Still very warm in Nashvile for my stay.  The position of the listing is very good for going to downtown Nashville.  I had a car and did not use public transport.  Very comfortable and enjoyed my stay.,Walk to East Nashville's Best,District 6,Nashville,Tennessee,United States,Private room,65,71
19594383,2012-11-19,"We had great communication with Tom and Misty before our arrival so meeting them upon arrival felt like meeting old friends. They were so thoughtful and even left a little surprise acknowledging our 3 week old traveling companion! The place was charming and comfy--all the comforts of home, and the location was in a great neighborhood. I even got to meet some of the neighbors during an impromptu block party! If I were moving to Nashville this is just the location I would love to live in. I only wish we had had more time to enjoy what was available locally. There were great places to go very close by.It wasn't a problem for us, but it may be important for some to note that this is the upstairs apartment of an older home, so access is via a fairly steep, narrow staircase typical of a home this age.  Another reviewer commented on the fans being low. One of our party was over 6' tall and did not have any difficulties in this apartment. This was our first Airbnb experience and I can't imagine a better first!  All others will compare to this one, and it will be hard to beat. It's not just the apartment, but the lovely people who hosted us.  Tom and Misty are the BEST!",East Nashville - Be Nice Or Leave,District 6,Nashville,Tennessee,United States,Entire home/apt,125,128
16073247,2014-09-25,"We had such a nice and relaxing stay at Ana's apartment! It was so nice to get to meet Ana and her boyfriend, they were so sweet!! It is the perfect amount of space for two people and very comfortable. The air conditioning was a big plus! The location was fantastic and we walked everywhere. I highly recommend staying here for your vacation in madrid. Thanks for the great stay Ana!",Penthouse with terrace in La Latina,Palacio,Madrid,Comunidad de Madrid,Spain,Entire home/apt,50,310
15305088,2012-10-28,"This was our first experience of Airbnb. Everything went without a hitch. The apartment was perfect for our stay and so much more comfortable than an hotel. Whilst we didn't meet the host, all the instructions about finding the apartment, finding the keys etc. were clear and simple without any problems. The accommodation was comfortable, clean and the welcoming bottle of wine a bonus!!! The neighbourhood was excellent with 2 Metro stations just 2 minutes away as well as supermarkets and restaurants. We would happily stay here any time we visit Paris.",Lovely flat in St Germain des Prés,Luxembourg,Paris,Île-de-France,France,Entire home/apt,125,25
